(:VERSION 2 :FORMAT :FULL :USER |zuck016| :UNIVERSAL-TIME 3720203299
 :AEROBICITY AEROBIC :PRIOR-PROTEIN-COUNT 8497 :GUI-OPTIONS NIL)
(RHTO :ACCEPTED G1DOZ-17087-MONOMER NIL (TRANS-RXN1DOZ-1) (CPD-14553) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "predicted udp-galactose transporter")
(RHTO :ACCEPTED G1DOZ-17070-MONOMER NIL (TRANS-RXN1DOZ-2) (CPD-7725) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "k+-channel erg and related proteins, contain pas/pac sensor domain")
(RHTO :ACCEPTED G1DOZ-17069-MONOMER NIL (TRANS-RXN1DOZ-2) (CPD-7725) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "k+-channel erg and related proteins, contain pas/pac sensor domain")
(RHTO :ACCEPTED G1DOZ-21661-MONOMER NIL (TRANS-RXN1DOZ-3) (CA+2) () PROTON ANTIPORT SECONDARY "antiporter" NIL NIL NIL NIL "ca2+/h+ antiporter vcx1 and related proteins")
(RHTO :ACCEPTED G1DOZ-21696-MONOMER NIL (TRANS-RXN1DOZ-1) (CPD-14553) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "udp-galactose transporter related protein")
(RHTO :ACCEPTED G1DOZ-21891-MONOMER NIL (TRANS-RXN1DOZ-4) (|Monocarboxylates|) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "monocarboxylate transporter")
(RHTO :ACCEPTED G1DOZ-21745-MONOMER NIL (TRANS-RXN1DOZ-5) (|Amino-Acids|) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "amino acid transporters")
(RHTO :ACCEPTED G1DOZ-23458-MONOMER NIL (TRANS-RXN1DOZ-5) (|Amino-Acids|) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "amino acid transporters")
(RHTO :ACCEPTED G1DOZ-21785-MONOMER NIL (TRANS-RXN1DOZ-6) (OLIGOPEPTIDES) () PROTON SYMPORT SECONDARY "symporter" NIL NIL T NIL "h+/oligopeptide symporter")
(RHTO :ACCEPTED G1DOZ-21825-MONOMER NIL (TRANS-RXN0-578) (GUANINE) () () ANTIPORT UNKNOWN NIL NIL NIL NIL NIL "rho guanine nucleotide exchange factor vav3")
(RHTO :ACCEPTED G1DOZ-21825-MONOMER NIL (TRANS-RXN1DOZ-7) (|Nucleotides|) () () ANTIPORT UNKNOWN NIL NIL NIL NIL NIL "rho guanine nucleotide exchange factor vav3")
(RHTO :ACCEPTED G1DOZ-23524-MONOMER NIL (TRANS-RXN1DOZ-8) (GLUCONATE) () () IMPORT UNKNOWN NIL NIL NIL NIL NIL "gluconate transport-inducing protein")
